Tenure,Gender,Geography,salary_quantiles,balance_quantiles,age_quantiles,CreditScore,NumOfProducts,HasCrCard,Exited
1,Female,Germany,fourth,fourth,seventh,640,2,0,0
0,Male,Germany,seventh,fourth,second,611,2,1,0
1,Male,Germany,seventh,fifth,second,802,1,1,0
7,Male,Germany,sixth,third,third,717,2,1,0
10,Male,Germany,fifth,fifth,sixth,745,3,1,1
4,Male,Spain,fifth,seventh,third,572,1,1,0
2,Female,Spain,first,third,second,629,1,1,0
2,Female,Spain,seventh,first,fourth,687,3,0,1
10,Female,Germany,fifth,third,second,492,2,0,0
8,Male,Germany,fifth,fifth,first,709,2,1,0
3,Male,Germany,third,fourth,fifth,705,1,1,0
6,Male,Spain,second,first,sixth,611,2,1,0
2,Male,Spain,seventh,first,seventh,730,2,1,0
2,Female,Spain,sixth,first,sixth,709,2,0,0
7,Female,Germany,third,sixth,first,712,1,1,0
3,Male,Germany,third,seventh,fourth,752,1,1,0
9,Male,Spain,third,fifth,sixth,648,2,1,1
8,Male,Spain,first,first,fourth,556,2,0,1
0,Female,Spain,third,fourth,first,594,1,1,0
2,Female,Germany,sixth,sixth,fourth,645,2,0,0
8,Male,Germany,third,seventh,second,547,1,1,0
4,Female,Germany,sixth,sixth,fourth,593,1,1,0
8,Male,Spain,sixth,first,sixth,751,2,0,0
6,Male,Spain,second,third,third,443,2,0,0
9,Female,Spain,sixth,sixth,sixth,538,1,0,1
4,Female,Spain,fifth,first,fourth,611,2,1,0
10,Male,Germany,sixth,seventh,fourth,668,2,1,0
3,Female,Germany,fourth,sixth,fifth,537,1,1,0
10,Male,Spain,fifth,first,first,709,2,0,0
3,Female,Spain,fifth,fifth,second,745,1,1,0
9,Female,Germany,seventh,seventh,fifth,693,3,1,1
8,Male,Spain,sixth,first,third,795,2,1,0
8,Male,Spain,seventh,first,first,626,2,0,0
5,Female,Germany,first,fourth,seventh,487,1,0,1
3,Female,Germany,fourth,fifth,seventh,756,1,1,1
7,Male,Germany,first,fourth,fourth,535,1,1,1
10,Male,Germany,fifth,fifth,fourth,492,2,1,0
9,Female,Germany,third,third,fourth,486,1,1,0
1,Male,Germany,fifth,fourth,fourth,568,1,0,1
3,Male,Germany,third,sixth,seventh,619,1,1,1
2,Male,Germany,seventh,fifth,fifth,724,2,0,0
0,Female,Germany,second,fourth,second,548,1,1,0
8,Female,Germany,fifth,fifth,fourth,545,1,1,1
4,Female,Germany,fifth,third,second,627,2,1,0
3,Female,Germany,sixth,third,fifth,464,1,1,0
3,Male,Spain,fifth,fifth,sixth,553,1,0,1
6,Female,Spain,fifth,fifth,sixth,778,2,1,0
7,Female,Germany,second,seventh,fourth,494,1,1,0
7,Male,Spain,second,fourth,second,592,1,0,0
3,Female,Spain,third,sixth,fifth,590,1,1,0
1,Male,Germany,seventh,fourth,fifth,514,1,0,1
8,Male,Spain,seventh,first,fourth,637,1,1,0
1,Male,Germany,seventh,fourth,first,468,2,1,0
3,Female,Spain,fourth,fourth,first,509,2,1,0
4,Male,Spain,sixth,first,first,818,2,1,0
9,Female,Spain,first,first,second,850,2,1,0
5,Female,Germany,third,sixth,fourth,816,3,1,1
10,Male,Spain,sixth,sixth,first,631,1,1,0
6,Male,Germany,second,sixth,sixth,621,1,0,1
1,Female,Germany,seventh,fifth,second,605,1,1,0
6,Male,Spain,seventh,seventh,third,788,1,0,0
9,Male,Germany,fifth,fifth,fourth,486,2,1,0
9,Male,Spain,sixth,first,seventh,615,2,1,1
9,Female,Germany,fourth,seventh,seventh,714,1,1,0
1,Male,Spain,seventh,fourth,first,591,1,1,0
8,Male,Germany,third,third,third,765,2,1,0
8,Male,Germany,fifth,fifth,first,757,2,1,0
4,Male,Spain,second,first,second,555,2,1,0
9,Male,Spain,fourth,third,fifth,638,2,1,0
4,Female,Spain,seventh,first,fifth,543,1,0,0
7,Male,Germany,first,fifth,second,691,1,1,0
6,Female,Germany,seventh,sixth,fourth,684,1,1,0
2,Female,Spain,fifth,first,fourth,599,2,1,0
10,Female,Germany,sixth,third,second,524,2,1,0
6,Female,Germany,fourth,third,fourth,632,2,1,0
5,Male,Spain,third,first,third,735,2,0,0
9,Male,Spain,third,first,fourth,793,2,1,0
7,Male,Germany,fifth,fifth,fourth,779,2,1,0
5,Male,Spain,fifth,third,fourth,527,2,1,0
8,Male,Germany,fourth,fourth,second,696,1,1,0
3,Female,Germany,second,seventh,sixth,572,1,1,1
2,Female,Spain,first,fifth,seventh,519,2,1,0
4,Female,Spain,second,sixth,first,702,1,0,0
10,Male,Spain,third,third,third,543,1,1,0
10,Male,Germany,second,fifth,third,639,2,1,0
9,Male,Spain,fifth,first,third,686,2,1,0
5,Female,Germany,first,fifth,seventh,564,3,0,1
1,Female,Germany,third,fourth,first,745,1,1,1
0,Male,Spain,fourth,seventh,sixth,721,1,1,1
2,Female,Spain,fifth,fourth,fifth,842,2,1,0
7,Female,Germany,second,sixth,second,479,2,1,0
3,Female,Germany,first,third,third,721,2,1,0
6,Male,Germany,first,fourth,sixth,674,1,1,1
10,Female,Spain,fifth,fifth,first,685,1,1,0
3,Male,Germany,seventh,sixth,second,574,1,1,0
3,Female,Spain,seventh,seventh,sixth,590,3,0,1
5,Male,Germany,sixth,sixth,fourth,587,2,1,0
3,Male,Germany,seventh,third,fifth,598,1,1,1
3,Male,Spain,second,first,sixth,741,2,1,0
5,Female,Spain,first,first,seventh,850,1,1,0
7,Female,Germany,fifth,fourth,first,584,1,0,0
1,Male,Spain,third,seventh,seventh,650,1,0,0
8,Male,Spain,third,seventh,third,607,1,1,0
6,Female,Spain,first,fifth,fourth,689,1,1,0
2,Female,Spain,seventh,first,sixth,438,1,0,1
1,Female,Spain,second,sixth,seventh,687,1,1,0
5,Male,Germany,third,fifth,second,737,2,1,0
10,Female,Spain,sixth,first,sixth,648,2,1,1
3,Male,Spain,first,fourth,fourth,848,1,1,0
3,Female,Spain,third,sixth,second,439,1,1,0
8,Male,Spain,sixth,first,third,701,2,1,0
2,Female,Spain,fourth,fourth,second,607,2,0,1
3,Female,Spain,first,first,seventh,586,2,0,0
9,Female,Germany,third,third,second,547,1,1,0
1,Female,Germany,second,fifth,sixth,647,2,0,1
9,Male,Spain,second,seventh,sixth,621,1,1,1
6,Female,Spain,fifth,seventh,sixth,519,2,0,1
7,Female,Germany,second,sixth,fourth,713,1,1,1
4,Male,Spain,fifth,third,second,630,1,0,0
4,Female,Spain,second,seventh,first,779,2,0,0
2,Female,Germany,sixth,fifth,fifth,611,1,1,0
9,Male,Spain,fourth,first,fifth,685,2,1,0
9,Male,Germany,first,fourth,fourth,646,1,1,0
5,Female,Germany,first,seventh,seventh,683,1,0,1
4,Female,Germany,second,sixth,third,484,1,0,0
7,Female,Spain,sixth,fifth,first,762,2,1,0
2,Female,Germany,third,fourth,sixth,698,1,1,0
1,Male,Spain,third,third,fourth,667,1,1,0
8,Male,Germany,sixth,sixth,first,688,1,1,0
0,Female,Spain,fifth,first,second,727,1,1,1
6,Male,Spain,third,seventh,fourth,754,2,1,0
8,Female,Germany,seventh,sixth,seventh,612,1,1,1
7,Male,Spain,third,sixth,fifth,546,1,1,0
8,Female,Spain,seventh,first,fourth,673,2,1,0
10,Female,Spain,sixth,seventh,fourth,656,1,0,0
5,Female,Germany,third,sixth,sixth,535,2,1,0
3,Male,Germany,third,sixth,third,678,2,0,0
2,Female,Spain,first,fifth,sixth,477,1,0,0
7,Male,Spain,fifth,fourth,third,850,1,0,0
3,Female,Spain,second,sixth,first,799,1,1,0
6,Female,Germany,second,fifth,sixth,583,1,1,1
10,Female,Spain,third,third,second,839,1,1,0
3,Male,Germany,first,seventh,fifth,540,2,1,0
5,Female,Spain,second,first,sixth,696,2,1,0
1,Female,Spain,fourth,first,second,660,2,0,0
5,Male,Spain,sixth,fifth,sixth,752,1,1,1
5,Female,Germany,sixth,sixth,fourth,660,1,1,1
4,Male,Germany,first,sixth,sixth,459,1,1,1
8,Male,Spain,first,seventh,second,729,2,1,0
8,Male,Germany,fifth,fifth,first,498,1,1,0
6,Male,Spain,first,seventh,first,549,1,0,0
1,Female,Germany,seventh,sixth,sixth,601,2,1,0
3,Female,Germany,second,third,fifth,632,1,1,0
8,Male,Spain,fourth,fifth,seventh,694,1,1,0
3,Male,Spain,second,fifth,sixth,695,1,1,0
3,Female,Germany,first,fifth,sixth,624,2,0,0
6,Female,Spain,first,fifth,second,640,2,1,0
5,Male,Spain,seventh,first,third,529,2,1,0
4,Female,Spain,third,third,fourth,593,2,1,0
7,Male,Germany,fifth,fourth,sixth,739,1,0,1
1,Female,Spain,second,first,seventh,788,2,1,0
3,Female,Spain,second,first,fourth,684,2,1,0
5,Male,Spain,fifth,fifth,seventh,591,1,0,0
4,Female,Germany,sixth,sixth,fifth,651,1,0,0
8,Female,Germany,third,sixth,fourth,749,2,0,0
2,Male,Spain,first,seventh,fifth,661,1,0,1
5,Female,Germany,fifth,fifth,sixth,769,1,1,1
1,Male,Germany,third,fifth,first,716,2,1,0
8,Male,Germany,first,sixth,third,745,1,0,0
1,Male,Spain,third,third,seventh,445,1,1,1
1,Female,Germany,fifth,fourth,seventh,543,2,1,1
2,Male,Spain,first,first,third,746,2,1,0
0,Male,Germany,fourth,seventh,second,742,1,1,0
2,Female,Spain,fifth,fifth,sixth,594,2,0,0
1,Male,Spain,third,first,third,574,2,0,0
2,Male,Germany,fifth,third,third,659,2,1,0
5,Male,Germany,first,seventh,fourth,750,3,1,1
4,Male,Germany,second,third,third,626,1,1,0
6,Male,Germany,fifth,fifth,third,634,1,1,0
1,Male,Spain,fourth,fifth,fourth,632,1,1,0
3,Female,Spain,first,third,first,650,3,1,1
4,Female,Germany,seventh,third,fourth,554,1,0,0
5,Female,Spain,first,first,fifth,701,2,0,0
2,Female,Spain,sixth,seventh,seventh,672,2,1,1
6,Female,Spain,sixth,sixth,fifth,459,2,1,1
3,Male,Spain,fourth,fifth,second,657,1,0,0
9,Male,Germany,third,fifth,fifth,738,2,1,1
7,Female,Germany,sixth,fifth,seventh,545,1,0,1
6,Male,Spain,third,seventh,seventh,816,1,1,0
5,Female,Spain,second,seventh,sixth,450,1,1,0
2,Male,Spain,second,third,fourth,727,1,1,0
4,Male,Germany,fifth,fifth,sixth,460,2,1,0
9,Female,Germany,third,fourth,sixth,758,1,1,0
2,Male,Germany,first,fourth,fourth,815,2,1,0
5,Female,Spain,first,seventh,fourth,838,2,1,0
2,Female,Germany,third,fifth,third,664,2,1,0
2,Female,Spain,fourth,first,first,736,2,1,0
6,Female,Germany,second,third,third,663,1,0,1
1,Female,Germany,second,fifth,first,742,1,1,0
2,Male,Germany,sixth,sixth,fifth,710,3,1,1
2,Female,Spain,fifth,sixth,first,710,1,1,0
9,Male,Germany,sixth,fifth,seventh,720,2,0,1
2,Male,Spain,fifth,fifth,fifth,684,2,0,0
2,Female,Germany,second,sixth,third,742,2,0,1
6,Male,Germany,sixth,fifth,sixth,636,2,1,1
7,Female,Germany,fifth,fifth,seventh,622,1,1,1
9,Male,Spain,first,fifth,first,692,1,0,1
8,Female,Spain,fifth,fifth,third,679,1,0,0
7,Male,Germany,seventh,fifth,seventh,747,1,1,1
5,Male,Spain,third,third,third,792,1,0,0
2,Male,Germany,second,seventh,fifth,714,1,0,0
0,Female,Spain,fifth,first,third,562,2,1,0
8,Male,Spain,sixth,seventh,sixth,704,1,1,0
6,Female,Germany,fourth,fourth,sixth,850,1,1,0
1,Female,Germany,fourth,sixth,third,743,1,1,0
8,Male,Germany,fourth,fourth,third,761,2,0,0
3,Male,Germany,fourth,fifth,second,488,1,1,0
9,Female,Germany,fourth,sixth,fifth,601,1,0,0
0,Female,Germany,second,third,fifth,671,2,0,0
7,Female,Germany,second,fifth,second,614,2,1,0
9,Female,Spain,fifth,first,first,511,2,0,0
9,Female,Spain,first,first,sixth,790,1,0,1
10,Male,Germany,fifth,seventh,sixth,598,1,1,0
7,Male,Spain,seventh,sixth,seventh,681,2,0,0
3,Female,Spain,second,first,second,516,2,1,0
8,Male,Germany,third,fifth,first,421,3,1,1
2,Female,Germany,fourth,fifth,fifth,580,1,0,1
9,Male,Spain,sixth,third,first,497,1,1,0
4,Male,Germany,third,sixth,third,659,2,1,0
8,Male,Spain,third,first,third,642,1,1,0
9,Female,Spain,fourth,sixth,seventh,732,1,0,1
4,Male,Spain,fifth,first,third,600,2,1,0
8,Male,Germany,first,seventh,second,464,2,1,0
1,Male,Spain,first,first,seventh,758,2,1,0
2,Female,Germany,fifth,fourth,second,630,2,1,0
5,Female,Spain,sixth,first,fifth,708,1,0,0
1,Female,Germany,fifth,seventh,first,732,1,1,0
3,Male,Germany,sixth,fourth,fourth,634,2,1,0
3,Female,Spain,fifth,first,fourth,694,2,1,0
5,Female,Germany,third,fourth,seventh,686,1,1,0
3,Female,Spain,first,first,sixth,553,1,0,1
6,Male,Germany,fourth,sixth,sixth,732,1,0,1
8,Male,Germany,seventh,third,third,660,1,0,0
5,Female,Spain,first,first,fifth,773,1,1,1
6,Male,Germany,first,third,first,714,2,0,0
1,Male,Spain,sixth,fifth,sixth,611,1,1,0
1,Male,Germany,second,seventh,sixth,646,2,1,0
1,Female,Germany,fourth,fourth,sixth,667,2,0,1
8,Female,Germany,second,seventh,fifth,511,1,1,0
4,Male,Spain,sixth,first,second,523,2,1,0
5,Female,Germany,fourth,sixth,sixth,567,1,1,1
7,Male,Spain,sixth,sixth,fourth,741,2,0,0
9,Male,Spain,fifth,sixth,second,456,1,1,0
10,Female,Germany,fifth,third,first,678,2,0,0
6,Male,Germany,fourth,fourth,fifth,603,2,1,1
7,Female,Germany,first,sixth,sixth,629,3,1,1
1,Female,Germany,fifth,seventh,second,502,1,0,0
4,Female,Spain,second,first,fifth,652,2,1,0
0,Male,Spain,first,fifth,fourth,739,1,1,0
3,Male,Germany,fifth,fourth,seventh,733,1,1,0
8,Male,Spain,third,sixth,fourth,788,1,0,0
2,Male,Germany,first,third,second,435,2,1,0
8,Female,Germany,second,fifth,third,728,2,1,1
5,Male,Germany,sixth,third,second,728,1,1,0
2,Male,Germany,first,seventh,first,657,1,1,0
1,Male,Germany,third,third,fourth,727,2,1,1
10,Male,Spain,fifth,sixth,second,685,1,1,0
7,Male,Spain,first,first,first,806,2,1,0
6,Female,Spain,fifth,fourth,sixth,648,1,1,0
4,Female,Spain,fourth,first,second,545,1,1,0
1,Male,Germany,fourth,sixth,first,756,1,1,0
3,Male,Spain,third,first,third,784,2,0,0
9,Male,Spain,first,first,sixth,552,2,1,0
1,Male,Spain,first,first,seventh,609,1,1,1
1,Female,Germany,first,sixth,first,572,1,1,0
1,Female,Germany,first,fourth,third,714,2,1,0
3,Male,Spain,first,first,third,738,1,1,0
5,Male,Germany,sixth,sixth,fourth,639,1,1,0
8,Male,Germany,third,sixth,seventh,520,2,1,0
6,Male,Spain,second,sixth,fourth,661,1,0,0
9,Male,Germany,second,fourth,fifth,564,2,1,0
8,Female,Germany,first,seventh,fifth,708,2,1,0
1,Male,Spain,fifth,first,third,512,1,0,1
9,Male,Spain,first,first,fourth,592,3,1,0
5,Female,Germany,sixth,fifth,fifth,850,1,0,0
1,Male,Spain,fifth,fourth,third,710,1,1,0
8,Female,Germany,fifth,fifth,first,675,1,1,0
5,Female,Spain,fifth,third,first,697,2,1,0
4,Female,Spain,seventh,first,fourth,599,1,1,1
8,Male,Germany,first,seventh,second,789,1,1,0
9,Female,Germany,seventh,fourth,seventh,571,1,0,0
0,Male,Spain,fourth,fourth,fourth,694,1,1,0
2,Female,Spain,sixth,seventh,fifth,665,2,0,1
0,Female,Spain,third,first,fifth,807,2,0,0
8,Female,Spain,second,first,seventh,771,2,1,0
8,Male,Spain,first,sixth,first,531,1,0,0
1,Female,Germany,fifth,fourth,second,850,1,1,0
4,Male,Spain,fourth,sixth,third,685,1,1,0
7,Male,Spain,second,fourth,second,642,1,1,0
4,Male,Spain,fourth,fourth,seventh,529,3,1,1
4,Female,Germany,fourth,fifth,fifth,683,1,1,1
9,Female,Spain,first,first,third,637,2,0,0
9,Male,Germany,fourth,fifth,seventh,649,2,0,0
5,Male,Germany,sixth,third,fifth,635,2,0,0
7,Female,Spain,sixth,fourth,fourth,750,2,0,0
8,Female,Spain,first,fourth,third,750,1,0,0
0,Female,Germany,sixth,third,fifth,749,2,0,0
6,Female,Germany,third,fifth,third,614,1,0,1
9,Male,Germany,fourth,third,second,551,2,1,0
0,Male,Spain,fourth,seventh,third,569,1,1,1
7,Male,Spain,fourth,sixth,second,659,2,1,0
3,Female,Germany,fifth,third,fifth,752,2,0,0
7,Female,Spain,fourth,fourth,first,661,1,0,0
9,Male,Spain,fifth,fifth,fifth,838,2,1,0
9,Male,Spain,third,first,first,610,3,0,0
3,Male,Spain,third,first,fifth,811,2,0,0
7,Male,Spain,first,fifth,seventh,587,1,0,0
4,Female,Germany,first,seventh,first,811,2,1,0
8,Female,Germany,first,fifth,fifth,648,2,1,0
1,Male,Germany,seventh,third,fourth,725,2,1,0
7,Female,Germany,second,fourth,first,601,2,1,0
5,Male,Germany,second,fifth,sixth,521,3,0,1
6,Female,Spain,second,first,second,561,2,1,0
0,Male,Spain,sixth,first,seventh,650,1,1,0
3,Male,Spain,fifth,fifth,third,719,1,1,0
4,Male,Spain,third,first,first,635,2,1,0
3,Female,Spain,seventh,first,fifth,496,2,0,0
7,Male,Germany,second,fourth,fourth,541,2,1,0
7,Male,Germany,third,sixth,fifth,778,1,1,0
5,Female,Germany,second,fourth,sixth,850,1,1,1
6,Male,Spain,seventh,fourth,second,485,2,1,0
0,Male,Germany,third,sixth,third,737,1,0,0
9,Male,Spain,third,first,third,828,2,1,0
10,Male,Spain,sixth,first,sixth,609,1,1,0
4,Male,Spain,third,first,fourth,830,2,0,0
0,Male,Spain,second,first,second,678,1,1,0
3,Male,Spain,first,seventh,seventh,580,1,1,0
7,Female,Spain,fifth,sixth,fourth,630,1,1,1
6,Male,Spain,third,fifth,third,588,2,1,0
1,Female,Spain,first,first,fifth,807,1,1,1
5,Male,Germany,fifth,third,first,812,1,1,0
3,Male,Germany,second,fourth,fourth,631,1,1,1
2,Female,Spain,first,third,sixth,625,1,1,0
3,Male,Germany,sixth,fourth,fourth,607,1,1,0
6,Female,Spain,second,third,sixth,600,1,1,0
7,Female,Spain,first,sixth,first,602,1,1,0
3,Female,Spain,sixth,first,seventh,545,2,1,0
3,Male,Spain,second,first,second,675,2,1,0
8,Male,Germany,second,third,second,640,2,0,0
8,Female,Spain,seventh,seventh,sixth,490,1,1,0
4,Female,Spain,fifth,first,fourth,710,2,1,0
9,Male,Germany,third,third,fourth,613,1,1,1
4,Male,Germany,fifth,seventh,first,650,2,1,0
5,Female,Germany,sixth,seventh,sixth,686,1,1,1
8,Male,Germany,first,fourth,sixth,695,1,1,0
6,Female,Spain,seventh,first,first,624,2,0,0
6,Male,Spain,fifth,first,fourth,503,2,0,0
6,Female,Germany,sixth,sixth,second,743,2,1,0
8,Male,Spain,fourth,first,fourth,702,2,1,0
8,Female,Germany,first,sixth,fifth,677,2,1,0
7,Female,Germany,first,sixth,fourth,766,1,0,0
8,Female,Spain,fifth,first,third,461,1,1,0
0,Male,Spain,sixth,third,third,688,1,1,1
2,Male,Spain,first,first,first,850,2,1,0
4,Female,Germany,fifth,third,third,539,1,1,0
3,Female,Germany,third,fourth,fourth,756,3,1,1
7,Male,Spain,first,first,fourth,494,2,1,0
9,Male,Spain,second,first,first,703,2,1,0
7,Male,Spain,sixth,first,fourth,432,2,1,0
2,Female,Germany,third,fifth,second,512,2,1,0
1,Female,Germany,sixth,sixth,third,420,1,0,1
7,Male,Germany,second,fourth,fourth,679,2,1,0
1,Male,Germany,first,sixth,seventh,833,1,1,1
8,Female,Germany,fourth,sixth,first,731,1,1,1
5,Male,Spain,third,third,sixth,479,1,0,0
7,Male,Spain,fourth,third,seventh,617,1,1,0
2,Male,Spain,first,fifth,first,756,2,1,0
4,Male,Germany,seventh,third,second,848,2,1,0
1,Male,Germany,fourth,fourth,seventh,698,2,0,1
1,Male,Germany,seventh,seventh,second,779,1,1,1
7,Male,Spain,fourth,first,third,606,1,1,1
1,Female,Germany,fourth,sixth,seventh,612,1,1,0
8,Female,Spain,seventh,fifth,second,663,1,1,0
3,Female,Germany,fourth,sixth,sixth,549,2,1,0
1,Female,Germany,seventh,fourth,third,571,1,0,0
9,Male,Spain,fourth,fifth,fourth,500,1,1,0
6,Male,Germany,sixth,seventh,second,733,2,0,0
9,Male,Germany,sixth,seventh,fifth,468,2,1,0
1,Female,Spain,first,fourth,seventh,727,1,0,0
9,Male,Spain,sixth,first,fifth,793,2,1,0
4,Male,Germany,sixth,sixth,fifth,765,1,0,1
3,Female,Germany,second,sixth,second,614,2,1,0
5,Female,Germany,fifth,fourth,first,593,3,1,0
3,Male,Spain,second,first,third,613,1,1,0
4,Female,Spain,seventh,sixth,first,826,1,0,0
2,Male,Germany,fourth,seventh,sixth,652,1,0,0
7,Female,Germany,fifth,sixth,sixth,755,1,0,1
2,Male,Spain,second,fifth,fourth,538,2,1,0
1,Male,Spain,fifth,third,sixth,700,1,0,0
9,Female,Germany,third,fifth,seventh,434,2,1,1
10,Male,Spain,fourth,first,fourth,729,2,1,0
5,Female,Germany,third,third,second,747,2,0,0
5,Female,Germany,seventh,seventh,sixth,712,2,0,0
1,Female,Germany,third,sixth,first,622,2,1,0
6,Male,Spain,sixth,third,first,699,1,0,0
0,Male,Germany,first,fifth,fourth,693,1,0,1
3,Female,Germany,third,fifth,fifth,647,2,1,0
3,Female,Spain,second,third,third,478,2,1,0
5,Female,Spain,seventh,seventh,fourth,705,1,1,1
5,Male,Spain,fifth,first,fourth,719,2,1,0
1,Female,Germany,sixth,third,second,807,2,0,0
7,Female,Germany,sixth,third,first,651,1,1,0
7,Male,Germany,fourth,sixth,sixth,584,1,1,0
3,Male,Germany,third,seventh,first,639,1,0,0
4,Female,Spain,sixth,sixth,seventh,785,2,1,1
6,Female,Spain,fourth,sixth,first,363,3,1,1
4,Male,Germany,first,third,first,718,1,1,0
6,Female,Spain,sixth,first,third,590,2,1,0
6,Male,Germany,seventh,fourth,second,772,2,0,0
2,Male,Germany,fifth,fifth,sixth,399,1,1,1
5,Male,Spain,first,first,second,584,2,1,0
4,Male,Germany,second,third,second,752,1,1,0
6,Male,Spain,sixth,first,fifth,610,2,1,1
6,Male,Spain,fourth,first,second,579,1,1,1
8,Female,Spain,sixth,first,sixth,745,1,1,1
3,Male,Germany,second,sixth,first,505,2,1,0
5,Male,Germany,second,fifth,fifth,693,2,1,1
7,Female,Germany,sixth,fifth,second,725,2,1,0
1,Male,Spain,first,first,sixth,699,2,0,0
8,Female,Spain,sixth,fifth,sixth,500,1,1,0
6,Female,Spain,second,fourth,sixth,707,1,1,0
6,Female,Germany,third,third,fifth,531,2,1,0
6,Female,Spain,fourth,first,second,575,2,1,0
2,Male,Germany,third,fourth,third,775,2,0,0
4,Male,Spain,first,third,second,772,1,1,0
9,Male,Germany,fifth,fourth,sixth,587,1,1,1
4,Female,Germany,fourth,third,fourth,667,2,1,0
6,Male,Germany,fourth,fifth,seventh,523,1,1,0
0,Male,Germany,sixth,fourth,second,662,1,1,0
4,Male,Germany,seventh,fifth,second,696,1,1,0
6,Male,Germany,first,sixth,first,693,1,0,0
0,Female,Germany,second,sixth,fourth,587,2,0,0
3,Female,Spain,seventh,first,first,689,2,1,0
5,Male,Germany,sixth,seventh,second,548,1,1,0
10,Female,Germany,fifth,fifth,fourth,588,1,1,1
4,Female,Germany,fifth,fifth,seventh,499,2,1,0
3,Male,Spain,third,first,sixth,624,2,1,0
1,Female,Germany,second,fourth,third,559,2,0,0
5,Male,Germany,third,sixth,first,704,1,1,1
6,Male,Germany,third,third,fourth,744,2,1,0
1,Female,Spain,fourth,seventh,fourth,665,1,0,0
9,Male,Spain,second,fourth,second,837,1,0,0
2,Male,Germany,third,fifth,fourth,837,1,1,0
7,Male,Germany,first,fifth,second,724,1,1,0
