,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
6967,466,France,Male,26,9,105522.06,1,1,0,10842.46
9105,658,France,Male,31,5,100082.14,1,0,1,49809.88
2038,621,France,Male,47,0,0.0,1,1,1,133831.37
5575,656,France,Male,40,2,0.0,2,1,1,180553.48
2259,686,France,Female,41,4,129553.76,2,1,0,187599.8
6402,719,France,Male,36,3,155423.17,1,1,1,199841.32
4310,784,France,Male,38,5,136712.91,1,0,1,169920.92
7042,544,France,Male,44,1,0.0,2,0,0,69244.24
3277,790,France,Female,41,2,126619.27,1,1,0,198224.38
7174,640,France,Female,50,9,117565.03,2,0,0,82559.77
607,584,France,Male,28,10,0.0,2,1,0,19834.32
6020,609,France,Female,35,2,147900.43,1,1,0,140000.29
8470,662,France,Male,26,0,0.0,2,0,1,72929.96
7313,687,France,Female,36,4,97157.96,1,0,1,63185.05
7702,850,France,Male,31,8,0.0,2,1,0,178667.7
6614,689,France,Male,34,1,165312.27,1,1,0,155495.63
4836,609,France,Male,26,10,126392.18,1,0,1,43651.49
826,680,France,Female,47,5,0.0,2,1,1,179843.33
8915,606,France,Male,36,1,155655.46,1,1,1,192387.51
1141,617,France,Male,40,5,190008.32,2,1,1,107047.92
7698,592,France,Male,60,9,0.0,4,1,1,13614.01
1994,705,France,Female,49,7,0.0,1,1,0,63405.2
8525,712,France,Female,29,8,140170.61,1,1,1,38170.04
3193,659,France,Female,49,1,0.0,1,1,0,116249.72
701,669,France,Male,30,7,95128.86,1,0,0,19799.26
324,734,France,Male,30,3,0.0,2,1,0,107640.25
7119,621,France,Male,31,7,136658.61,1,1,1,148689.13
8861,678,France,Female,43,7,178074.33,1,0,0,110405.9
1381,846,France,Female,41,5,0.0,3,1,0,3440.47
8842,614,France,Female,27,9,106414.57,2,0,0,77500.81
1694,541,France,Male,37,9,118636.92,1,1,1,73551.44
6247,678,France,Female,46,1,0.0,2,0,0,82106.19
8971,408,France,Male,40,3,0.0,2,0,0,124874.23
3385,735,France,Male,41,7,74135.85,1,1,1,11783.1
478,569,France,Male,38,7,0.0,1,1,1,108469.2
2395,672,France,Male,52,8,170008.84,1,0,0,56407.42
9307,685,France,Male,40,2,168001.34,2,1,1,167400.29
3722,619,France,Male,25,4,0.0,1,1,0,145524.36
5444,698,France,Male,33,5,135658.73,2,0,1,39755.0
7099,654,France,Female,37,5,0.0,1,0,1,71492.28
745,606,France,Male,40,5,0.0,2,1,1,70899.27
3462,428,France,Female,62,1,107735.93,1,0,1,58381.77
4260,587,France,Male,40,2,0.0,4,0,1,106174.7
9593,738,France,Female,67,1,130652.52,1,0,1,22762.23
2383,697,France,Male,42,9,132739.26,2,0,0,174667.65
6170,709,France,Female,32,2,87814.89,1,1,0,138578.37
3581,637,France,Male,33,5,0.0,2,1,0,139947.17
6406,684,France,Male,33,4,140700.61,1,1,0,103557.93
3056,685,France,Male,58,1,104796.54,1,1,1,154181.41
1284,583,France,Male,59,7,127450.14,1,0,1,67552.71
1949,516,France,Female,43,2,112773.73,2,1,1,139366.58
1664,773,France,Male,52,4,0.0,1,0,1,144113.42
6236,553,France,Male,38,3,99844.68,1,0,0,187915.7
8655,611,France,Male,30,9,0.0,2,1,1,148887.69
5158,587,France,Male,55,9,0.0,1,1,0,64593.07
6025,601,France,Female,46,3,98202.76,1,0,0,137763.93
4286,781,France,Female,42,3,156555.54,1,1,1,175674.01
6780,487,France,Male,37,2,0.0,2,1,1,126722.57
3023,618,France,Male,39,2,91068.56,1,1,0,26578.69
3543,675,France,Male,49,8,135133.39,1,0,1,179521.24
8189,715,France,Male,21,8,0.0,2,1,0,68666.63
5739,712,France,Female,30,1,89571.59,1,1,1,177613.19
2662,669,France,Female,44,8,96418.09,1,0,0,131609.48
8571,767,France,Female,42,2,133616.39,1,1,0,28615.8
6371,602,France,Male,34,5,0.0,2,1,1,77414.45
4009,446,France,Female,39,1,90217.07,1,1,0,191350.48
6742,678,France,Female,26,1,0.0,2,1,0,45443.68
1162,615,France,Female,30,9,0.0,1,1,0,87347.82
6440,790,France,Female,47,10,148636.21,1,0,1,16119.96
9909,739,France,Male,58,2,101579.28,1,1,1,72168.53
2336,640,France,Male,33,7,154575.76,1,1,0,25722.28
6160,632,France,Female,21,1,0.0,2,1,0,84008.66
7604,691,France,Female,60,6,101070.69,1,1,0,177355.8
9284,633,France,Male,61,3,157201.48,1,0,1,50368.63
3164,665,France,Female,38,5,0.0,2,1,0,156439.56
1458,465,France,Male,25,2,78247.31,2,1,1,10472.31
6606,792,France,Male,31,6,71269.89,2,0,1,125912.77
5976,537,France,Female,38,10,0.0,1,0,0,52337.97
5341,646,France,Female,51,4,101629.3,1,0,0,130541.1
8653,641,France,Male,57,5,0.0,2,1,1,122449.18
648,438,France,Female,36,4,0.0,2,1,0,64420.5
881,679,France,Female,43,4,0.0,3,1,0,115136.51
6664,703,France,Female,42,7,0.0,2,0,1,72500.68
4616,778,France,Male,37,3,141803.77,1,0,1,179421.84
5452,558,France,Female,45,1,153697.53,2,0,0,89891.4
3434,692,France,Male,66,4,159732.02,1,1,1,118188.15
7715,517,France,Male,62,1,43772.66,3,1,0,187756.24
6068,676,France,Female,41,4,101457.14,1,1,1,79101.67
7561,635,France,Male,41,4,103544.88,2,1,0,193746.55
4168,516,France,Male,37,8,0.0,1,1,0,101834.58
8410,743,France,Female,46,9,0.0,1,1,0,113436.08
7716,684,France,Male,32,9,100249.41,2,0,1,67599.69
4149,623,France,Female,39,1,160903.2,1,0,0,78774.36
1766,636,France,Female,34,3,0.0,2,1,1,44756.25
3407,632,France,Male,40,3,193354.86,2,1,0,149188.41
88,646,France,Female,46,4,0.0,3,1,0,93251.42
4352,564,France,Male,26,7,84006.88,2,0,0,183490.99
8035,577,France,Female,30,8,92472.1,2,0,1,126434.61
1857,544,France,Female,29,1,118560.55,1,1,1,164137.36
942,376,France,Female,46,6,0.0,1,1,0,157333.69
540,833,France,Male,37,8,151226.18,2,1,1,136129.49
1216,572,France,Male,33,5,0.0,1,0,1,41139.05
3739,627,France,Female,32,1,0.0,1,1,0,106851.7
8480,456,France,Male,29,5,107000.49,1,1,1,153419.62
385,560,France,Female,66,9,0.0,1,1,1,15928.49
5694,660,France,Female,31,6,172325.67,1,0,1,45438.38
7064,718,France,Female,39,3,0.0,2,1,1,145355.11
6437,623,France,Female,37,4,140211.88,1,1,1,93832.33
3414,657,France,Female,37,2,0.0,2,1,1,7667.48
8753,795,France,Male,32,2,117265.21,1,1,1,198317.23
9634,655,France,Male,27,10,0.0,2,1,0,51620.94
2498,718,France,Male,37,8,0.0,2,1,1,142.81
1655,669,France,Female,47,9,61196.54,1,1,0,58170.24
6283,726,France,Male,37,2,132057.92,2,1,0,34743.98
9578,662,France,Male,34,2,117731.79,2,0,1,55120.79
3952,594,France,Female,34,7,141525.55,1,0,0,9443.15
8580,529,France,Female,31,6,152310.55,1,1,0,13054.25
4429,626,France,Male,38,7,141074.59,1,1,0,52795.56
9651,469,France,Male,33,1,127818.52,1,1,0,163477.22
6520,686,France,Female,41,10,0.0,1,1,0,133086.45
6344,850,France,Male,41,3,0.0,2,1,0,128892.36
9465,835,France,Female,56,2,0.0,2,1,1,39820.13
2716,695,France,Male,45,3,0.0,2,1,1,30793.61
4151,627,France,Male,44,6,153548.12,1,0,0,35300.08
5505,534,France,Female,53,7,0.0,2,1,1,80619.17
7988,516,France,Male,51,8,120124.35,2,0,1,168773.54
9510,617,France,Female,26,2,165947.99,2,0,1,168834.38
3615,415,France,Male,46,9,134950.19,3,0,0,178587.36
2615,486,France,Male,63,9,97009.15,1,1,1,85101.0
7310,627,France,Female,41,6,0.0,3,1,1,138700.75
5153,695,France,Female,29,9,0.0,2,1,0,111565.45
2096,600,France,Female,38,9,0.0,2,1,1,58855.85
3,699,France,Female,39,1,0.0,2,0,0,93826.63
9261,629,France,Female,61,6,0.0,2,1,1,133672.61
8707,443,France,Female,35,9,108308.0,1,1,0,129031.19
3591,769,France,Male,29,2,123757.52,2,1,0,84872.66
9442,741,France,Male,37,9,105261.76,2,1,1,149503.54
7846,557,France,Female,27,3,87739.08,1,1,1,123096.56
9933,797,France,Female,46,8,0.0,1,0,0,162668.33
3320,712,France,Male,24,2,0.0,1,0,1,121232.51
1501,661,France,Female,31,7,144162.3,2,1,1,14490.79
7836,648,France,Male,42,4,0.0,2,1,0,19283.14
8898,850,France,Male,40,6,124788.18,1,1,0,65612.12
6017,487,France,Female,34,2,96019.5,1,0,0,9085.0
8834,657,France,Male,34,3,107136.6,1,1,0,153895.46
2124,704,France,Male,32,7,127785.17,4,0,0,184464.7
1444,583,France,Female,38,10,0.0,2,0,1,113597.64
9777,705,France,Female,39,3,92224.56,1,1,1,54517.25
1751,541,France,Male,29,7,127504.57,1,0,0,86173.92
8303,521,France,Male,43,8,0.0,1,1,1,93180.09
6620,732,France,Male,36,5,0.0,2,1,0,161428.25
7335,651,France,Female,41,4,38617.2,1,1,1,104876.8
549,749,France,Male,24,1,0.0,3,1,1,47911.03
9454,727,France,Male,52,4,0.0,2,1,1,118429.02
889,542,France,Female,43,8,145618.37,1,0,1,10350.74
3062,582,France,Female,40,9,0.0,3,1,1,60954.45
3635,740,France,Female,37,5,0.0,2,1,1,27528.4
8804,765,France,Male,41,2,0.0,2,0,1,191215.61
4236,492,France,Male,35,4,141359.37,2,1,0,39519.53
5317,700,France,Male,37,1,135179.49,1,1,0,160670.37
8930,724,France,Female,69,5,117866.92,1,1,1,62280.91
3212,611,France,Male,35,10,0.0,1,1,1,23598.23
7469,686,France,Female,35,8,105419.73,1,1,0,35356.46
4425,717,France,Female,28,1,90537.16,1,0,1,74800.99
8257,571,France,Male,40,5,0.0,2,0,0,72849.29
8390,660,France,Female,48,0,90044.32,2,0,1,187604.97
8123,711,France,Male,33,1,0.0,1,0,0,41590.4
4370,725,France,Male,39,4,160652.45,2,1,0,57643.55
971,723,France,Male,25,3,0.0,2,1,1,134509.47
6,822,France,Male,50,7,0.0,2,1,1,10062.8
5709,644,France,Female,39,9,0.0,1,1,0,3740.93
6648,437,France,Female,26,1,120923.52,1,0,1,78854.57
4344,528,France,Female,26,10,102073.67,2,0,0,166799.93
8881,744,France,Male,29,1,43504.42,1,1,1,119327.75
7580,708,France,Male,34,3,0.0,1,0,1,121457.88
4845,655,France,Female,36,2,147149.59,1,1,1,87816.86
6435,700,France,Male,26,4,119009.57,1,1,0,141926.43
4912,748,France,Male,60,0,152335.7,1,1,0,126743.33
2916,651,France,Male,56,2,0.0,1,1,0,114522.68
4426,707,France,Female,44,6,0.0,2,1,1,192542.17
4762,756,France,Male,34,1,103133.26,1,1,1,90059.04
1749,552,France,Male,42,9,133701.07,2,1,0,101069.71
3452,757,France,Male,57,3,89079.41,1,1,1,53179.21
7613,634,France,Female,37,7,51582.5,2,1,1,184312.88
9281,661,France,Female,31,3,133964.3,1,1,1,166187.1
4003,750,France,Female,26,1,151510.17,2,1,1,19921.72
790,698,France,Male,36,2,82275.35,2,1,1,93249.26
8663,539,France,Male,39,1,0.0,1,1,1,28184.7
1679,712,France,Female,42,1,87842.98,1,0,0,92223.59
1851,799,France,Female,52,4,161209.66,1,1,1,89081.41
8261,670,France,Male,38,7,0.0,2,1,1,77864.41
4165,775,France,Male,60,7,0.0,2,1,1,111558.7
5899,639,France,Female,27,2,0.0,2,0,0,125244.18
2103,594,France,Male,61,3,62391.22,1,1,1,192434.11
6997,611,France,Male,68,5,82547.11,2,1,1,146448.01
8365,850,France,Male,31,1,96399.31,2,1,0,106534.15
77,678,France,Female,32,9,0.0,1,1,1,148210.64
6681,602,France,Male,31,7,155271.83,1,1,1,179446.31
3531,408,France,Female,84,8,87873.39,1,0,0,188484.52
6609,748,France,Female,41,2,91621.69,1,1,1,71139.31
423,678,France,Female,35,4,0.0,1,1,0,125518.32
2948,620,France,Female,29,1,138740.24,2,0,0,154700.61
9885,670,France,Male,33,8,126679.69,1,1,1,39451.09
6714,825,France,Female,36,3,146053.66,1,1,1,138344.7
207,618,France,Male,34,5,134954.53,1,1,1,151954.39
4204,573,France,Male,27,2,128243.03,1,1,1,11631.34
6695,646,France,Female,33,2,0.0,2,0,0,198208.0
3209,525,France,Male,26,7,153644.39,1,1,1,63197.88
7172,602,France,Female,33,8,0.0,2,1,1,112928.74
7154,605,France,Male,33,9,128152.82,1,0,0,147822.81
2047,549,France,Male,37,2,112541.54,2,0,0,47432.43
4614,730,France,Male,34,1,0.0,2,1,1,126592.01
513,734,France,Male,34,6,133598.4,1,1,1,13107.24
5500,681,France,Male,47,9,97023.21,1,1,1,2168.13
2645,755,France,Male,23,5,84284.48,2,1,1,62851.6
5232,559,France,Female,46,5,0.0,1,1,0,21006.1
492,639,France,Female,38,4,81550.94,2,0,1,118974.77
3282,584,France,Female,39,2,112687.69,1,1,1,127749.61
8847,457,France,Male,40,10,134320.23,2,1,0,150757.35
4059,676,France,Male,37,10,106242.67,1,1,1,166678.28
4143,500,France,Male,45,2,109162.82,1,1,1,126145.08
1298,683,France,Male,30,10,57657.49,1,0,0,79240.9
7019,637,France,Male,36,2,152606.82,1,1,1,71692.8
8175,561,France,Female,22,6,186788.96,2,1,0,73286.8
3051,762,France,Male,53,1,102520.37,1,1,1,170195.4
5449,549,France,Female,46,7,0.0,1,1,1,109057.56
345,840,France,Female,43,7,0.0,2,1,0,90908.95
4488,716,France,Female,44,6,155114.9,1,0,0,133871.83
9787,553,France,Male,32,7,64082.09,1,0,1,109159.58
7880,744,France,Female,38,9,0.0,2,0,0,20940.76
9428,737,France,Female,70,9,87542.89,2,1,1,42576.86
13,549,France,Female,25,5,0.0,2,0,0,190857.79
4612,748,France,Female,49,7,29602.08,1,0,0,163550.58
6282,521,France,Male,22,5,0.0,2,1,1,99828.45
9633,669,France,Female,31,6,113000.66,1,1,0,40467.82
6901,507,France,Female,31,0,106942.08,1,0,1,44001.11
6512,487,France,Male,24,7,133628.09,2,1,1,98570.01
3842,711,France,Male,28,8,0.0,2,1,1,64286.39
3518,600,France,Female,39,5,0.0,2,0,0,118272.07
1402,757,France,Male,29,8,130306.49,1,1,0,77469.38
5495,721,France,Male,35,10,0.0,2,1,0,71594.26
9674,600,France,Male,31,8,0.0,2,1,1,121555.51
5668,667,France,Male,42,7,0.0,1,0,1,108348.94
6685,636,France,Male,34,8,0.0,2,1,0,38570.13
6357,491,France,Female,68,3,107571.61,1,0,1,113695.99
2766,705,France,Male,30,1,0.0,1,1,1,181300.32
3436,571,France,Male,41,8,0.0,1,1,1,63736.17
8282,747,France,Female,21,4,81025.6,2,1,0,167682.57
5618,656,France,Male,38,10,0.0,1,1,1,136521.82
8632,751,France,Male,42,4,0.0,2,1,1,81442.6
3556,590,France,Female,60,6,147751.75,1,1,0,88206.04
798,683,France,Female,35,6,187530.66,2,1,1,37976.36
1183,652,France,Male,36,1,0.0,2,1,1,151314.98
2794,646,France,Male,52,8,59669.43,1,0,0,172495.81
5335,651,France,Female,39,8,0.0,1,1,0,137452.57
9175,519,France,Female,38,7,125328.56,1,1,0,188225.67
1528,415,France,Male,32,5,145807.59,1,1,1,3064.65
7230,670,France,Male,37,2,0.0,2,1,1,54229.74
6636,575,France,Male,24,2,0.0,2,1,1,119927.81
5518,628,France,Male,39,6,0.0,2,0,0,134441.6
2773,559,France,Male,29,1,0.0,2,0,0,155639.76
7049,602,France,Female,39,6,154121.32,2,1,0,176614.86
6469,615,France,Female,23,4,0.0,2,1,0,196476.19
9266,683,France,Female,38,5,127616.56,1,1,0,123846.07
5591,539,France,Male,38,5,0.0,2,1,0,47388.41
2206,609,France,Male,34,1,0.0,1,1,1,181177.9
7531,692,France,Male,40,6,163505.16,1,0,0,90424.09
1935,523,France,Male,39,3,0.0,2,1,0,6726.53
6116,627,France,Male,73,0,146329.73,1,0,1,43615.67
5261,714,France,Female,26,9,89928.99,1,1,0,46203.31
5322,721,France,Female,40,7,0.0,2,1,1,122580.48
9543,647,France,Female,35,6,112668.7,1,0,1,122584.29
3694,608,France,Female,33,4,0.0,1,1,0,79304.38
3290,736,France,Female,30,9,0.0,2,1,0,34180.33
7175,684,France,Female,38,5,133189.4,1,0,0,127388.06
5924,738,France,Female,39,1,94435.45,2,0,1,189430.86
671,667,France,Male,42,9,0.0,2,0,1,58137.42
2459,576,France,Male,63,9,70655.48,1,0,0,78955.8
6879,665,France,Male,25,7,90920.75,1,0,1,112256.57
7136,826,France,Female,49,0,0.0,1,0,0,178709.98
4383,645,France,Male,42,4,98298.18,1,1,1,676.06
834,633,France,Female,30,6,0.0,2,0,0,41642.29
3882,488,France,Female,22,6,0.0,2,1,1,66393.89
9823,551,France,Female,26,2,144258.52,1,1,0,49778.79
3322,634,France,Female,41,8,68213.99,1,1,1,6382.46
4089,662,France,Female,47,6,0.0,2,1,1,129392.75
1,608,Spain,Female,41,1,83807.86,1,0,1,112542.58
4,850,Spain,Female,43,2,125510.82,1,1,1,79084.1
5,645,Spain,Male,44,8,113755.78,2,1,0,149756.71
7,376,Germany,Female,29,4,115046.74,4,1,0,119346.88
11,497,Spain,Male,24,3,0.0,2,1,0,76390.01
14,635,Spain,Female,35,7,0.0,2,1,1,65951.65
15,616,Germany,Male,45,3,143129.41,2,0,1,64327.26
16,653,Germany,Male,58,1,132602.88,1,1,0,5097.67
17,549,Spain,Female,24,9,0.0,2,1,1,14406.41
18,587,Spain,Male,45,6,0.0,1,0,0,158684.81
21,636,Spain,Female,32,8,0.0,2,1,0,138555.46
22,510,Spain,Female,38,4,0.0,1,1,0,118913.53
26,756,Germany,Male,36,2,136815.64,1,1,1,170041.95
28,574,Germany,Female,43,3,141349.43,1,1,1,100187.43
30,591,Spain,Female,39,3,0.0,3,1,0,140469.38
32,553,Germany,Male,41,9,110112.54,2,0,0,81898.81
33,520,Spain,Female,42,6,0.0,2,1,1,34410.55
34,722,Spain,Female,29,9,0.0,2,1,1,142033.07
36,490,Spain,Male,31,3,145260.23,1,0,1,114066.77
37,804,Spain,Male,33,7,76548.6,1,0,1,98453.45
39,582,Germany,Male,41,6,70349.48,2,0,1,178074.04
40,472,Spain,Male,40,4,0.0,1,1,0,70154.22
44,660,Spain,Female,61,5,155931.11,1,1,1,158338.39
45,776,Germany,Female,32,4,109421.13,2,1,1,126517.46
46,829,Germany,Female,27,9,112045.67,1,1,1,119708.21
47,637,Germany,Female,39,9,137843.8,1,1,1,117622.8
48,550,Germany,Male,38,2,103391.38,1,0,1,90878.13
49,776,Germany,Female,37,2,103769.22,2,1,0,194099.12
50,698,Germany,Male,44,10,116363.37,2,1,0,198059.16
51,585,Germany,Male,36,5,146050.97,2,0,0,86424.57
53,655,Germany,Male,41,8,125561.97,1,0,0,164040.94
54,601,Germany,Male,42,1,98495.72,1,1,0,40014.76
57,725,Germany,Male,19,0,75888.2,1,0,0,45613.75
58,511,Spain,Female,66,4,0.0,1,1,0,1643.11
60,742,Germany,Male,35,5,136857.0,1,0,0,84509.57
61,687,Germany,Female,27,9,152328.88,2,0,0,126494.82
62,555,Spain,Male,33,1,56084.69,2,0,0,178798.13
63,684,Spain,Male,56,8,78707.16,1,1,1,99398.36
64,603,Germany,Male,26,4,109166.37,1,1,1,92840.67
65,751,Germany,Female,36,6,169831.46,2,1,1,27758.36
66,581,Germany,Female,34,1,101633.04,1,1,0,110431.51
67,735,Germany,Male,43,10,123180.01,2,1,1,196673.28
68,661,Germany,Female,35,5,150725.53,2,0,1,113656.85
70,738,Germany,Male,58,2,133745.44,4,1,0,28373.86
72,657,Spain,Female,37,0,163607.18,1,0,1,44203.55
73,604,Germany,Female,25,5,157780.84,2,1,1,58426.81
78,757,Spain,Male,33,5,77253.22,1,0,1,194239.63
79,416,Germany,Female,41,10,122189.66,2,1,0,98301.61
85,652,Spain,Female,75,10,0.0,2,1,1,114675.75
86,750,Spain,Male,22,3,121681.82,1,1,0,128643.35
89,635,Germany,Female,28,3,81623.67,2,1,1,156791.36
90,647,Spain,Female,44,5,0.0,3,1,1,174205.22
94,730,Spain,Male,42,4,0.0,2,0,1,85982.47
95,515,Spain,Male,35,10,176273.95,1,0,1,121277.78
96,773,Spain,Male,41,9,102827.44,1,0,1,64595.25
97,814,Germany,Male,29,8,97086.4,2,1,1,197276.13
98,710,Spain,Male,22,8,0.0,2,0,0,99645.04
103,528,Spain,Male,36,7,0.0,2,1,0,60536.56
104,670,Spain,Female,65,1,0.0,1,1,1,177655.68
105,622,Spain,Female,46,4,107073.27,2,1,1,30984.59
106,582,Germany,Male,32,1,88938.62,1,1,1,10054.53
107,785,Germany,Female,36,2,99806.85,1,0,1,36976.52
108,605,Spain,Male,33,5,150092.8,1,0,0,71862.79
109,479,Germany,Male,35,9,92833.89,1,1,0,99449.86
110,685,Germany,Male,30,3,90536.81,1,0,1,63082.88
111,538,Germany,Male,39,7,108055.1,2,1,0,27231.26
113,675,Spain,Male,36,9,106190.55,1,0,1,22994.32
114,721,Germany,Male,28,9,154475.54,2,0,1,101300.94
115,628,Germany,Female,30,9,132351.29,2,1,1,74169.13
116,668,Germany,Female,37,6,167864.4,1,1,0,115638.29
118,524,Germany,Female,31,8,107818.63,1,1,0,199725.39
119,699,Germany,Male,34,4,185173.81,2,1,0,120834.48
121,674,Spain,Male,39,6,120193.42,1,0,0,100130.95
123,684,Germany,Female,48,10,126384.42,1,1,1,198129.36
127,625,Germany,Male,56,0,148507.24,1,1,0,46824.08
131,795,Germany,Female,33,9,130862.43,1,1,1,114935.21
134,789,Germany,Male,39,7,124828.46,2,1,1,124411.08
135,589,Germany,Female,50,5,144895.05,2,1,1,34941.23
136,461,Germany,Female,34,5,63663.93,1,0,1,167784.28
138,584,Spain,Female,48,2,213146.2,1,1,0,75161.25
139,579,Spain,Female,35,1,129490.36,2,0,1,8590.83
140,756,Germany,Male,44,10,137452.09,1,1,0,189543.9
143,793,Spain,Male,52,2,0.0,1,1,0,159123.82
145,485,Spain,Female,21,5,113157.22,1,1,1,54141.5
146,635,Spain,Female,29,8,138296.94,2,1,0,141075.51
150,754,Spain,Female,32,7,0.0,2,1,0,89520.75
152,716,Spain,Male,42,8,0.0,2,1,0,180800.42
155,706,Spain,Male,57,7,0.0,1,1,0,17941.16
157,586,Spain,Female,28,2,0.0,2,1,1,92067.35
159,631,Germany,Female,33,4,123246.7,1,0,0,112687.57
160,717,Spain,Female,22,6,101060.25,1,0,1,84699.56
163,721,Spain,Female,36,2,0.0,2,1,1,106977.8
164,683,Spain,Male,29,0,133702.89,1,1,0,55582.54
165,660,Germany,Male,31,9,125189.75,2,1,1,139874.43
166,704,Germany,Female,24,7,113034.22,1,1,0,162503.48
167,615,Spain,Female,41,9,109013.23,1,1,0,196499.96
168,667,Spain,Female,39,2,0.0,2,1,0,40721.24
169,682,Germany,Male,24,9,57929.81,2,0,0,53134.3
171,628,Germany,Male,27,5,95826.49,2,1,0,155996.96
172,480,Germany,Male,44,10,129608.57,1,1,0,5472.7
175,484,Spain,Female,35,7,133868.21,1,1,1,27286.1
177,606,Germany,Male,36,5,190479.48,2,0,0,179351.89
178,597,Spain,Female,40,8,101993.12,1,0,1,94774.12
179,754,Germany,Female,55,3,161608.81,1,1,0,8080.85
180,850,Spain,Female,45,2,122311.21,1,1,1,19482.5
182,778,Germany,Female,45,1,162150.42,2,1,0,174531.27
187,525,Spain,Female,37,0,0.0,1,0,1,131521.72
188,616,Spain,Male,30,5,0.0,2,0,1,196108.51
189,687,Germany,Female,34,7,111388.18,2,1,0,148564.76
194,580,Spain,Male,29,9,61710.44,2,1,0,128077.8
196,616,Spain,Female,32,6,0.0,2,1,1,43001.46
197,721,Germany,Male,37,3,107720.64,1,1,1,158591.12
200,850,Spain,Male,30,2,141040.01,1,1,1,5978.2
202,516,Spain,Male,50,5,0.0,1,0,1,146145.93
204,512,Spain,Male,33,3,176666.62,1,1,0,94670.77
206,608,Spain,Female,41,3,89763.84,1,0,0,199304.74
210,689,Germany,Male,33,2,161814.64,2,1,0,169381.9
214,572,Germany,Male,26,4,118287.01,2,0,0,60427.3
215,668,Germany,Male,47,7,106854.21,1,0,1,157959.02
217,730,Spain,Female,33,9,0.0,2,0,0,176576.62
221,514,Spain,Male,30,7,0.0,1,0,1,125010.24
224,671,Germany,Male,45,6,99564.22,1,1,1,108872.45
227,547,Germany,Female,39,6,74596.15,3,1,1,85746.52
228,751,Germany,Male,50,2,96888.39,1,1,0,77206.25
229,594,Germany,Female,29,3,130830.22,1,1,0,61048.53
233,767,Germany,Male,20,3,119714.25,2,0,1,150135.38
235,763,Germany,Male,42,6,100160.75,1,1,0,33462.94
237,539,Germany,Female,43,3,116220.5,3,1,0,55803.96
240,662,Spain,Male,38,4,0.0,2,1,0,136259.65
241,725,Germany,Female,39,5,116803.8,1,1,0,124052.97
243,659,Germany,Male,67,6,117411.6,1,1,1,45071.09
244,523,Spain,Male,34,7,0.0,2,1,0,62030.06
246,772,Germany,Male,26,7,152400.51,2,1,0,79414.0
248,634,Germany,Male,24,8,103097.85,1,1,1,157577.29
249,739,Germany,Male,54,8,126418.14,1,1,0,134420.75
250,771,Germany,Female,36,5,77846.9,1,0,0,99805.99
251,587,Spain,Female,34,1,0.0,2,1,1,97932.68
253,544,Germany,Male,37,2,79731.91,1,1,1,57558.95
254,696,Spain,Male,28,8,0.0,1,0,0,176713.47
255,766,Spain,Male,41,0,0.0,2,0,1,34283.23
257,671,Germany,Female,34,6,37266.67,2,0,0,156917.12
259,850,Germany,Male,38,3,54901.01,1,1,1,140075.55
260,732,Germany,Male,42,9,108748.08,2,1,1,65323.11
261,726,Spain,Female,48,6,99906.19,1,1,0,64323.24
264,738,Spain,Male,31,9,79019.8,1,1,1,18606.23
265,531,Spain,Female,36,9,99240.51,1,1,0,123137.01
268,549,Spain,Female,39,7,0.0,1,0,0,81259.25
269,791,Germany,Female,35,7,52436.2,1,1,0,161051.75
270,650,Spain,Male,41,9,0.0,2,0,1,191599.67
271,733,Germany,Male,34,3,100337.96,3,1,0,48559.19
272,811,Germany,Female,34,1,149297.19,2,1,1,186339.74
274,712,Germany,Male,28,4,145605.44,1,0,1,93883.53
275,706,Spain,Female,37,7,0.0,2,1,1,110899.3
281,775,Spain,Male,29,10,0.0,2,1,1,68143.93
282,479,Germany,Male,35,4,138718.92,1,1,1,47251.79
286,602,Spain,Male,29,5,103907.28,1,1,0,161229.84
